Interval,Transfer,Bitrate,Retr,Cwnd
0.00,915.0,7.49,0,49.5
1.00,738.0,6.05,0,58.0
2.00,861.0,7.06,0,58.0
3.00,1.05,8.8,0,73.5
4.00,870.0,7.12,0,94.7
5.00,696.0,5.7,0,94.7
6.00,696.0,5.7,0,94.7
7.00,928.0,7.6,0,94.7
8.00,696.0,5.7,0,94.7
9.00,1.13,9.5,0,94.7
10.00,1.59,13.3,0,94.7
11.00,1.36,11.4,0,94.7
12.00,1.36,11.4,0,94.7
13.00,1.36,11.4,0,94.7
14.00,1.13,9.5,0,94.7
15.00,696.0,5.7,0,94.7
16.00,1.13,9.5,0,94.7
17.00,928.0,7.6,0,94.7
18.00,928.0,7.6,0,94.7
19.00,696.0,5.7,0,94.7
20.00,1.13,9.5,0,94.7
21.00,1.59,13.3,0,94.7
22.00,1.13,9.5,0,94.7
23.00,1.13,9.5,0,94.7
24.00,851.0,6.97,1,65.0
25.00,827.0,6.78,0,65.0
26.00,954.0,7.82,0,91.9
27.00,1.49,12.5,0,93.3
28.00,764.0,6.25,0,93.3
29.00,1.12,9.38,0,93.3
30.00,954.0,7.82,0,93.3
31.00,764.0,6.26,0,93.3
32.00,700.0,5.73,0,113.0
33.00,764.0,6.26,0,113.0
34.00,1018.0,8.34,0,113.0
35.00,1018.0,8.34,0,113.0
36.00,1018.0,8.34,0,113.0
37.00,1018.0,8.34,0,113.0
38.00,1018.0,8.34,0,113.0
39.00,1018.0,8.34,0,113.0
40.00,764.0,6.25,0,113.0
41.00,764.0,6.26,0,113.0
42.00,509.0,4.17,0,113.0
43.00,764.0,6.26,0,113.0
44.00,509.0,4.17,0,113.0
45.00,764.0,6.26,0,113.0
46.00,509.0,4.17,0,113.0
47.00,1018.0,8.34,0,113.0
48.00,764.0,6.26,0,113.0
49.00,764.0,6.26,0,113.0
50.00,1018.0,8.34,0,113.0
51.00,764.0,6.26,0,113.0
52.00,1018.0,8.34,1,79.2
53.00,1018.0,8.35,0,91.9
54.00,1018.0,8.34,1,65.0
55.00,764.0,6.26,0,65.0
56.00,764.0,6.25,0,65.0
57.00,764.0,6.26,0,72.1
58.00,1.49,12.5,0,77.8
59.00,1018.0,8.34,0,79.2
60.00,509.0,4.17,0,79.2
61.00,509.0,4.17,0,79.2
62.00,764.0,6.26,0,79.2
63.00,764.0,6.25,0,79.2
64.00,764.0,6.25,0,117.0
65.00,1.24,10.4,0,117.0
66.00,1018.0,8.34,0,117.0
67.00,1018.0,8.34,0,117.0
68.00,1018.0,8.34,2,82.0
69.00,764.0,6.26,0,82.0
70.00,764.0,6.25,0,82.0
71.00,1018.0,8.34,0,103.0
72.00,1018.0,8.34,0,103.0
73.00,1018.0,8.34,1,74.9
74.00,1.24,10.4,0,80.6
75.00,509.0,4.17,0,80.6
76.00,764.0,6.26,0,80.6
77.00,764.0,6.26,0,80.6
78.00,764.0,6.26,0,86.3
79.00,1.24,10.4,0,99.0
80.00,1.24,10.4,0,99.0
81.00,1.49,12.5,0,99.0
82.00,1.18,9.9,0,139.0
83.00,636.0,5.21,0,139.0
84.00,1.24,10.4,0,139.0
85.00,1.24,10.4,0,139.0
86.00,1.24,10.4,0,139.0
87.00,954.0,7.82,0,139.0
88.00,636.0,5.21,0,139.0
89.00,954.0,7.82,0,139.0
90.00,954.0,7.82,0,139.0
91.00,636.0,5.21,1,96.2
92.00,636.0,5.21,0,96.2
93.00,954.0,7.82,0,96.2
94.00,954.0,7.82,0,96.2
95.00,954.0,7.82,0,96.2
96.00,636.0,5.21,0,96.2
97.00,636.0,5.21,0,96.2
98.00,636.0,5.21,0,97.6
99.00,954.0,7.82,0,97.6
100.00,1.24,10.4,0,97.6
101.00,954.0,7.82,0,97.6
102.00,954.0,7.82,0,97.6
103.00,1.24,10.4,0,97.6
104.00,954.0,7.82,0,97.6
105.00,954.0,7.82,1,67.9
106.00,636.0,5.21,0,73.5
107.00,954.0,7.82,0,80.6
108.00,1.24,10.4,0,82.0
109.00,1.24,10.4,0,82.0
110.00,1.24,10.4,0,86.3
111.00,1.24,10.4,0,94.7
112.00,954.0,7.82,0,94.7
113.00,1.24,10.4,0,94.7
114.00,1.24,10.4,0,94.7
115.00,1.24,10.4,0,94.7
116.00,954.0,7.82,0,94.7
117.00,636.0,5.21,0,94.7
118.00,636.0,5.21,0,94.7
119.00,636.0,5.21,0,94.7
120.00,636.0,5.21,0,94.7
121.00,954.0,7.82,2,46.7
122.00,1.24,10.4,0,55.1
123.00,1.24,10.4,0,62.2
124.00,1.24,10.4,0,67.9
125.00,636.0,5.21,0,67.9
126.00,1.55,13.0,0,79.2
127.00,1.55,13.0,0,84.8
128.00,1.86,15.6,0,91.9
129.00,1.55,13.0,0,105.0
130.00,1.55,13.0,0,105.0
131.00,1.24,10.4,0,105.0
132.00,1.55,13.0,0,105.0
133.00,1.55,13.0,0,105.0
134.00,1.24,10.4,0,105.0
135.00,1.55,13.0,0,105.0
136.00,1.55,13.0,0,105.0
137.00,1.55,13.0,0,105.0
138.00,1.24,10.4,0,105.0
139.00,954.0,7.82,0,105.0
140.00,1.24,10.4,0,105.0
141.00,954.0,7.82,0,105.0
142.00,636.0,5.21,0,105.0
143.00,318.0,2.61,0,105.0
144.00,636.0,5.21,1,72.1
145.00,954.0,7.82,0,89.1
146.00,1.55,13.0,0,96.2
