Interval,Transfer,Bitrate,Retr,Cwnd
0.00,1.37,11.5,0,55.1
1.00,839.0,6.87,0,56.6
2.00,990.0,8.11,0,56.6
3.00,848.0,6.95,0,60.8
4.00,940.0,7.7,0,74.9
5.00,1018.0,8.34,0,74.9
6.00,848.0,6.95,0,74.9
7.00,1018.0,8.34,0,74.9
8.00,848.0,6.95,0,74.9
9.00,848.0,6.95,0,74.9
10.00,848.0,6.95,0,74.9
11.00,848.0,6.95,0,74.9
12.00,1018.0,8.34,0,74.9
13.00,679.0,5.56,0,74.9
14.00,848.0,6.95,0,74.9
15.00,848.0,6.95,0,74.9
16.00,848.0,6.95,0,74.9
17.00,848.0,6.95,0,74.9
18.00,1018.0,8.34,0,74.9
19.00,848.0,6.95,0,74.9
20.00,848.0,6.95,0,74.9
21.00,848.0,6.95,0,74.9
22.00,848.0,6.95,0,74.9
23.00,848.0,6.95,0,74.9
24.00,848.0,6.95,0,74.9
25.00,848.0,6.95,0,74.9
26.00,848.0,6.95,0,74.9
27.00,848.0,6.95,0,74.9
28.00,848.0,6.95,0,74.9
29.00,848.0,6.95,0,74.9
30.00,848.0,6.95,0,74.9
31.00,848.0,6.95,0,74.9
32.00,848.0,6.95,0,74.9
33.00,848.0,6.95,0,74.9
34.00,848.0,6.95,0,74.9
35.00,848.0,6.95,0,74.9
36.00,848.0,6.95,0,74.9
37.00,848.0,6.95,0,74.9
38.00,848.0,6.95,0,74.9
39.00,848.0,6.95,0,74.9
40.00,848.0,6.95,0,74.9
41.00,848.0,6.95,0,74.9
42.00,848.0,6.95,0,74.9
43.00,679.0,5.56,0,74.9
44.00,848.0,6.95,0,74.9
45.00,848.0,6.95,0,74.9
46.00,679.0,5.56,0,74.9
47.00,848.0,6.95,0,74.9
48.00,848.0,6.95,0,74.9
49.00,848.0,6.95,0,74.9
50.00,848.0,6.95,0,74.9
51.00,848.0,6.95,0,74.9
52.00,848.0,6.95,0,74.9
53.00,509.0,4.17,0,74.9
54.00,509.0,4.17,0,74.9
55.00,1018.0,8.34,0,74.9
56.00,848.0,6.95,0,74.9
57.00,679.0,5.56,0,74.9
58.00,848.0,6.95,0,74.9
59.00,848.0,6.95,0,74.9
60.00,848.0,6.95,0,74.9
61.00,848.0,6.95,0,74.9
62.00,848.0,6.95,0,74.9
63.00,848.0,6.95,0,74.9
64.00,679.0,5.56,0,74.9
65.00,848.0,6.95,0,74.9
66.00,848.0,6.95,0,74.9
67.00,848.0,6.95,0,74.9
68.00,848.0,6.95,0,74.9
69.00,679.0,5.56,0,74.9
70.00,848.0,6.95,0,74.9
71.00,848.0,6.95,0,74.9
72.00,848.0,6.95,0,74.9
73.00,848.0,6.95,0,74.9
74.00,848.0,6.95,0,74.9
75.00,848.0,6.95,0,74.9
76.00,848.0,6.95,0,74.9
