Interval,Transfer,Bitrate,Retr,Cwnd
0.00,899.0,7.37,0,73.5
1.00,764.0,6.26,1,67.9
2.00,636.0,5.21,0,84.8
3.00,764.0,6.26,0,94.7
4.00,954.0,7.82,0,96.2
5.00,891.0,7.3,0,96.2
6.00,700.0,5.73,0,97.6
7.00,764.0,6.26,0,103.0
8.00,1018.0,8.34,0,105.0
9.00,764.0,6.25,0,105.0
10.00,1018.0,8.34,0,105.0
11.00,1018.0,8.34,0,105.0
12.00,1018.0,8.34,0,105.0
13.00,764.0,6.26,0,105.0
14.00,764.0,6.25,0,105.0
15.00,1018.0,8.34,0,105.0
16.00,764.0,6.25,0,105.0
17.00,764.0,6.26,0,105.0
18.00,764.0,6.26,0,105.0
19.00,509.0,4.17,0,105.0
20.00,764.0,6.26,0,105.0
21.00,509.0,4.17,0,105.0
22.00,764.0,6.26,0,105.0
23.00,255.0,2.08,0,105.0
24.00,764.0,6.26,0,105.0
25.00,764.0,6.26,0,105.0
26.00,764.0,6.26,0,105.0
27.00,509.0,4.17,0,105.0
28.00,1018.0,8.34,0,105.0
29.00,509.0,4.17,0,105.0
30.00,764.0,6.26,0,105.0
31.00,509.0,4.17,0,105.0
32.00,764.0,6.26,0,105.0
33.00,1018.0,8.34,0,105.0
34.00,509.0,4.17,0,105.0
35.00,764.0,6.26,0,105.0
36.00,764.0,6.26,0,105.0
37.00,509.0,4.17,0,105.0
38.00,764.0,6.26,0,105.0
39.00,1018.0,8.34,0,105.0
40.00,764.0,6.25,0,105.0
41.00,764.0,6.25,0,105.0
42.00,764.0,6.26,0,105.0
43.00,509.0,4.17,0,105.0
44.00,764.0,6.26,0,105.0
45.00,1018.0,8.34,0,105.0
46.00,255.0,2.08,0,105.0
47.00,764.0,6.26,0,105.0
48.00,764.0,6.25,0,105.0
49.00,764.0,6.26,0,105.0
50.00,764.0,6.25,0,105.0
51.00,1018.0,8.34,0,105.0
52.00,764.0,6.25,0,105.0
53.00,509.0,4.17,0,105.0
54.00,1018.0,8.34,0,105.0
55.00,764.0,6.26,0,105.0
56.00,509.0,4.17,0,105.0
57.00,509.0,4.17,0,105.0
58.00,1018.0,8.34,0,105.0
59.00,764.0,6.26,0,105.0
60.00,1018.0,8.34,0,105.0
61.00,1018.0,8.34,0,105.0
62.00,1018.0,8.34,0,105.0
63.00,1018.0,8.34,0,105.0
64.00,764.0,6.25,0,105.0
65.00,1018.0,8.34,0,105.0
66.00,1018.0,8.34,0,105.0
67.00,1018.0,8.34,0,105.0
68.00,1018.0,8.34,0,105.0
69.00,255.0,2.08,0,105.0
70.00,764.0,6.26,0,105.0
71.00,255.0,2.08,0,105.0
72.00,255.0,2.09,0,105.0
73.00,764.0,6.26,0,105.0
74.00,509.0,4.17,0,105.0
75.00,764.0,6.26,0,105.0
76.00,0.0,0.0,1,72.1
77.00,255.0,2.09,2,49.5
78.00,255.0,2.09,0,49.5
79.00,764.0,6.26,0,49.5
80.00,764.0,6.25,0,56.6
81.00,764.0,6.25,0,59.4
82.00,764.0,6.26,0,59.4
83.00,1018.0,8.34,0,60.8
84.00,1018.0,8.34,0,66.5
85.00,764.0,6.25,0,66.5
86.00,764.0,6.26,0,66.5
87.00,764.0,6.26,0,66.5
88.00,764.0,6.25,0,100.0
89.00,1018.0,8.34,0,100.0
90.00,764.0,6.26,0,100.0
91.00,764.0,6.26,0,100.0
92.00,764.0,6.25,0,100.0
93.00,764.0,6.25,0,100.0
94.00,764.0,6.26,0,100.0
95.00,764.0,6.26,0,100.0
96.00,1018.0,8.34,0,100.0
97.00,509.0,4.17,0,100.0
98.00,764.0,6.26,0,100.0
99.00,764.0,6.26,0,100.0
100.00,764.0,6.25,0,100.0
101.00,1018.0,8.34,0,100.0
102.00,509.0,4.17,0,100.0
103.00,764.0,6.26,0,100.0
104.00,764.0,6.26,0,100.0
105.00,1018.0,8.34,0,100.0
106.00,764.0,6.25,0,100.0
107.00,764.0,6.26,0,100.0
108.00,764.0,6.26,0,100.0
109.00,764.0,6.26,0,100.0
110.00,764.0,6.25,0,100.0
111.00,764.0,6.26,0,100.0
112.00,764.0,6.26,0,100.0
113.00,764.0,6.26,0,100.0
114.00,764.0,6.25,0,100.0
115.00,764.0,6.26,0,100.0
116.00,764.0,6.26,0,100.0
117.00,764.0,6.25,0,100.0
118.00,764.0,6.26,0,100.0
119.00,764.0,6.26,0,100.0
120.00,764.0,6.26,0,100.0
121.00,1018.0,8.34,0,100.0
122.00,764.0,6.26,0,100.0
123.00,764.0,6.25,0,100.0
124.00,1018.0,8.34,0,100.0
125.00,764.0,6.25,0,100.0
126.00,1018.0,8.34,0,100.0
127.00,764.0,6.25,0,100.0
128.00,764.0,6.25,0,100.0
129.00,1018.0,8.34,0,100.0
130.00,764.0,6.25,0,100.0
131.00,764.0,6.25,0,100.0
132.00,1018.0,8.34,0,100.0
133.00,764.0,6.25,0,100.0
134.00,1018.0,8.34,0,100.0
135.00,764.0,6.25,0,100.0
136.00,1018.0,8.34,0,100.0
137.00,1018.0,8.34,0,100.0
138.00,1018.0,8.34,0,100.0
139.00,509.0,4.17,0,100.0
140.00,764.0,6.26,0,100.0
141.00,764.0,6.25,0,100.0
142.00,764.0,6.26,0,100.0
143.00,1018.0,8.34,0,100.0
144.00,764.0,6.25,0,100.0
145.00,764.0,6.25,0,100.0
146.00,764.0,6.25,0,100.0
147.00,1018.0,8.34,0,100.0
148.00,764.0,6.25,0,100.0
149.00,764.0,6.25,0,100.0
150.00,764.0,6.26,0,100.0
151.00,1018.0,8.34,0,100.0
152.00,509.0,4.17,0,100.0
153.00,764.0,6.25,0,100.0
154.00,1018.0,8.34,0,100.0
155.00,764.0,6.26,0,100.0
156.00,764.0,6.26,0,100.0
157.00,509.0,4.17,0,100.0
158.00,764.0,6.26,0,100.0
159.00,764.0,6.26,0,100.0
160.00,1018.0,8.34,0,100.0
161.00,764.0,6.25,0,100.0
162.00,764.0,6.25,0,100.0
163.00,1018.0,8.34,0,100.0
164.00,764.0,6.25,0,100.0
165.00,1018.0,8.34,0,100.0
166.00,764.0,6.26,0,100.0
167.00,764.0,6.26,0,100.0
168.00,509.0,4.17,0,100.0
169.00,1018.0,8.34,0,100.0
170.00,509.0,4.17,0,100.0
171.00,509.0,4.17,0,100.0
172.00,1018.0,8.34,0,100.0
173.00,764.0,6.25,0,100.0
174.00,764.0,6.26,0,100.0
175.00,764.0,6.25,0,100.0
176.00,764.0,6.26,0,100.0
177.00,764.0,6.25,0,100.0
178.00,764.0,6.26,0,100.0
179.00,1018.0,8.34,0,100.0
180.00,509.0,4.17,0,100.0
181.00,764.0,6.26,0,100.0
182.00,764.0,6.26,0,100.0
183.00,764.0,6.26,0,100.0
184.00,764.0,6.26,0,100.0
185.00,509.0,4.17,0,100.0
186.00,764.0,6.26,0,100.0
187.00,764.0,6.26,0,100.0
188.00,509.0,4.17,0,100.0
189.00,1018.0,8.34,0,100.0
190.00,764.0,6.26,0,100.0
191.00,764.0,6.26,0,100.0
192.00,764.0,6.26,0,100.0
193.00,509.0,4.17,0,100.0
194.00,764.0,6.26,0,100.0
195.00,764.0,6.26,0,100.0
196.00,764.0,6.25,0,100.0
197.00,1018.0,8.34,0,100.0
198.00,764.0,6.25,0,100.0
199.00,764.0,6.25,0,100.0
200.00,1018.0,8.34,0,100.0
201.00,764.0,6.25,0,100.0
202.00,764.0,6.26,0,100.0
203.00,764.0,6.25,0,100.0
204.00,1018.0,8.34,0,100.0
205.00,1018.0,8.34,0,100.0
206.00,764.0,6.25,0,100.0
207.00,509.0,4.17,0,100.0
208.00,764.0,6.26,0,100.0
209.00,764.0,6.26,0,100.0
210.00,764.0,6.26,0,100.0
211.00,509.0,4.17,0,100.0
212.00,764.0,6.26,0,100.0
213.00,509.0,4.17,0,100.0
214.00,764.0,6.26,0,100.0
215.00,1018.0,8.34,0,100.0
216.00,764.0,6.26,0,100.0
217.00,764.0,6.25,0,100.0
218.00,1018.0,8.34,0,100.0
219.00,1018.0,8.34,0,100.0
220.00,1018.0,8.34,0,100.0
221.00,764.0,6.26,0,100.0
222.00,764.0,6.25,0,100.0
223.00,1018.0,8.34,0,100.0
224.00,509.0,4.17,0,100.0
225.00,509.0,4.17,0,100.0
226.00,764.0,6.26,0,100.0
227.00,509.0,4.17,0,100.0
228.00,764.0,6.26,0,100.0
229.00,764.0,6.26,0,100.0
230.00,764.0,6.26,0,100.0
231.00,509.0,4.17,0,100.0
232.00,509.0,4.17,0,100.0
233.00,764.0,6.26,0,100.0
234.00,509.0,4.17,0,100.0
235.00,764.0,6.26,0,100.0
236.00,764.0,6.25,0,100.0
237.00,764.0,6.26,0,100.0
238.00,764.0,6.26,0,100.0
239.00,764.0,6.26,0,100.0
240.00,764.0,6.25,0,100.0
241.00,764.0,6.26,0,100.0
242.00,764.0,6.26,0,100.0
243.00,764.0,6.25,0,100.0
244.00,1018.0,8.34,0,100.0
245.00,255.0,2.08,0,100.0
246.00,1018.0,8.35,0,100.0
247.00,764.0,6.25,0,100.0
248.00,1018.0,8.34,0,100.0
249.00,764.0,6.25,0,100.0
250.00,764.0,6.25,0,100.0
251.00,1018.0,8.34,0,100.0
252.00,764.0,6.25,0,100.0
253.00,1018.0,8.34,0,100.0
254.00,764.0,6.26,0,100.0
255.00,764.0,6.26,0,100.0
256.00,764.0,6.25,0,100.0
257.00,1018.0,8.34,0,100.0
258.00,1018.0,8.34,0,100.0
259.00,1018.0,8.34,0,100.0
260.00,1.24,10.4,0,100.0
261.00,509.0,4.17,0,100.0
262.00,764.0,6.26,0,100.0
263.00,1018.0,8.34,0,100.0
264.00,764.0,6.25,0,100.0
265.00,1018.0,8.34,0,100.0
266.00,764.0,6.25,0,100.0
267.00,764.0,6.25,0,100.0
268.00,1018.0,8.34,0,100.0
269.00,764.0,6.25,0,100.0
270.00,764.0,6.26,0,100.0
271.00,1018.0,8.34,0,100.0
272.00,764.0,6.26,0,100.0
273.00,764.0,6.26,0,100.0
274.00,509.0,4.17,0,100.0
275.00,764.0,6.26,0,100.0
276.00,764.0,6.26,0,100.0
277.00,509.0,4.17,0,100.0
278.00,764.0,6.26,0,100.0
279.00,764.0,6.26,0,100.0
280.00,764.0,6.25,0,100.0
281.00,1018.0,8.34,0,100.0
282.00,509.0,4.17,0,100.0
283.00,1018.0,8.34,0,100.0
284.00,509.0,4.17,0,100.0
285.00,764.0,6.26,0,100.0
286.00,764.0,6.26,0,100.0
287.00,764.0,6.26,0,100.0
288.00,764.0,6.26,0,100.0
289.00,509.0,4.17,0,100.0
290.00,764.0,6.26,0,100.0
291.00,509.0,4.17,0,100.0
292.00,764.0,6.26,0,100.0
293.00,509.0,4.17,0,100.0
294.00,764.0,6.26,0,100.0
295.00,764.0,6.26,0,100.0
296.00,509.0,4.17,0,100.0
297.00,255.0,2.08,0,100.0
298.00,764.0,6.26,0,100.0
299.00,509.0,4.17,0,100.0
300.00,509.0,4.17,0,100.0
301.00,764.0,6.26,0,100.0
302.00,509.0,4.17,0,100.0
303.00,764.0,6.26,0,100.0
304.00,764.0,6.26,0,100.0
305.00,764.0,6.26,0,100.0
306.00,764.0,6.25,0,100.0
307.00,1018.0,8.34,0,100.0
308.00,764.0,6.26,0,100.0
309.00,764.0,6.26,0,100.0
310.00,764.0,6.26,0,100.0
311.00,764.0,6.26,0,100.0
312.00,764.0,6.26,0,100.0
313.00,764.0,6.26,0,100.0
314.00,764.0,6.26,0,100.0
315.00,764.0,6.25,0,100.0
316.00,764.0,6.26,0,100.0
317.00,764.0,6.26,0,100.0
318.00,764.0,6.26,0,100.0
319.00,509.0,4.17,0,100.0
320.00,509.0,4.17,1,69.3
321.00,764.0,6.26,0,69.3
322.00,509.0,4.17,0,69.3
323.00,0.0,0.0,3,1.41
324.00,0.0,0.0,0,69.3
325.00,255.0,2.09,6,26.9
326.00,509.0,4.17,2,1.41
327.00,0.0,0.0,0,1.41
328.00,0.0,0.0,2,21.2
329.00,509.0,4.17,0,26.9
330.00,764.0,6.25,0,39.6
331.00,509.0,4.17,1,31.1
332.00,764.0,6.26,0,41.0
333.00,509.0,4.17,4,36.8
334.00,255.0,2.08,0,38.2
335.00,255.0,2.09,1,25.5
336.00,255.0,2.09,0,28.3
337.00,255.0,2.08,0,28.3
338.00,509.0,4.17,0,28.3
339.00,255.0,2.08,0,31.1
340.00,509.0,4.17,0,38.2
341.00,509.0,4.17,0,52.3
342.00,764.0,6.26,0,66.5
343.00,764.0,6.26,0,66.5
344.00,764.0,6.26,0,66.5
345.00,764.0,6.25,0,96.2
346.00,764.0,6.26,0,96.2
347.00,255.0,2.08,0,96.2
348.00,764.0,6.26,0,96.2
349.00,764.0,6.25,0,96.2
350.00,764.0,6.26,0,96.2
351.00,764.0,6.26,0,96.2
352.00,255.0,2.08,0,96.2
353.00,509.0,4.17,0,96.2
354.00,764.0,6.26,0,96.2
355.00,764.0,6.26,0,96.2
356.00,509.0,4.17,0,96.2
357.00,1018.0,8.34,0,96.2
358.00,1018.0,8.34,0,96.2
359.00,764.0,6.26,0,96.2
360.00,764.0,6.26,0,96.2
361.00,1018.0,8.34,0,96.2
362.00,764.0,6.26,0,96.2
363.00,1018.0,8.34,0,96.2
364.00,764.0,6.26,0,96.2
365.00,764.0,6.26,0,96.2
366.00,255.0,2.08,0,96.2
367.00,764.0,6.26,0,19.8
368.00,509.0,4.17,2,45.2
369.00,764.0,6.26,0,52.3
370.00,764.0,6.26,0,55.1
371.00,1018.0,8.34,0,55.1
372.00,764.0,6.25,0,56.6
373.00,509.0,4.17,0,56.6
374.00,764.0,6.26,0,66.5
375.00,764.0,6.25,0,66.5
376.00,764.0,6.26,0,97.6
377.00,1018.0,8.34,0,97.6
378.00,509.0,4.17,0,97.6
379.00,764.0,6.26,0,97.6
380.00,255.0,2.08,0,97.6
381.00,764.0,6.26,0,97.6
382.00,764.0,6.26,0,97.6
383.00,509.0,4.17,0,97.6
384.00,509.0,4.17,0,97.6
385.00,509.0,4.17,0,97.6
386.00,255.0,2.08,0,97.6
387.00,509.0,4.17,0,97.6
388.00,509.0,4.17,0,97.6
389.00,764.0,6.25,0,97.6
390.00,509.0,4.17,0,97.6
391.00,509.0,4.17,0,97.6
392.00,764.0,6.26,0,97.6
393.00,764.0,6.25,0,97.6
394.00,1018.0,8.34,0,97.6
395.00,764.0,6.25,0,97.6
396.00,764.0,6.26,0,97.6
397.00,764.0,6.26,0,97.6
398.00,764.0,6.26,0,97.6
399.00,509.0,4.17,0,97.6
400.00,764.0,6.26,0,97.6
401.00,509.0,4.17,0,97.6
402.00,764.0,6.26,0,97.6
403.00,764.0,6.26,0,97.6
404.00,509.0,4.17,0,97.6
405.00,1018.0,8.34,0,97.6
406.00,764.0,6.26,0,97.6
407.00,764.0,6.25,0,97.6
408.00,764.0,6.26,0,97.6
409.00,509.0,4.17,0,97.6
410.00,1018.0,8.34,0,97.6
411.00,1018.0,8.34,0,97.6
412.00,764.0,6.26,0,97.6
413.00,764.0,6.25,0,97.6
414.00,1018.0,8.34,0,97.6
415.00,509.0,4.17,0,97.6
416.00,764.0,6.26,0,97.6
417.00,764.0,6.25,0,97.6
418.00,509.0,4.17,1,67.9
419.00,1018.0,8.34,0,77.8
420.00,764.0,6.25,0,91.9
421.00,1018.0,8.34,0,91.9
422.00,1018.0,8.34,0,91.9
423.00,764.0,6.25,0,91.9
424.00,764.0,6.25,0,91.9
425.00,764.0,6.26,0,91.9
426.00,764.0,6.26,0,91.9
427.00,764.0,6.26,0,91.9
428.00,1018.0,8.34,0,91.9
429.00,1018.0,8.34,0,91.9
430.00,509.0,4.17,0,91.9
431.00,764.0,6.25,0,91.9
432.00,1018.0,8.34,0,91.9
433.00,764.0,6.26,0,91.9
434.00,764.0,6.26,0,91.9
435.00,764.0,6.26,0,91.9
436.00,764.0,6.26,0,91.9
437.00,509.0,4.17,0,91.9
438.00,1018.0,8.34,0,91.9
439.00,764.0,6.25,0,91.9
440.00,1018.0,8.34,0,91.9
441.00,509.0,4.17,0,91.9
442.00,1018.0,8.34,0,91.9
443.00,509.0,4.17,0,91.9
444.00,509.0,4.17,0,91.9
445.00,764.0,6.26,0,91.9
446.00,764.0,6.26,0,91.9
447.00,509.0,4.17,0,91.9
448.00,764.0,6.26,0,91.9
449.00,1018.0,8.34,0,91.9
450.00,764.0,6.26,0,91.9
451.00,764.0,6.26,0,91.9
452.00,764.0,6.26,0,91.9
453.00,764.0,6.25,0,91.9
454.00,255.0,2.08,0,91.9
455.00,1018.0,8.34,0,91.9
456.00,1.24,10.4,0,127.0
457.00,1.3,10.9,0,127.0
458.00,1018.0,8.34,0,127.0
459.00,1018.0,8.34,0,127.0
460.00,1.06,8.86,0,127.0
461.00,1018.0,8.34,0,127.0
462.00,1.24,10.4,0,127.0
463.00,1018.0,8.34,0,127.0
464.00,1018.0,8.34,0,127.0
465.00,1018.0,8.34,0,127.0
466.00,1.24,10.4,0,127.0
467.00,1018.0,8.34,0,127.0
468.00,764.0,6.25,0,127.0
469.00,764.0,6.26,0,127.0
470.00,1.24,10.4,0,127.0
471.00,764.0,6.25,0,127.0
472.00,509.0,4.17,1,89.1
473.00,255.0,2.08,2,42.4
474.00,1018.0,8.34,0,52.3
475.00,764.0,6.25,0,52.3
