Interval,Transfer,Bitrate,Retr,Cwnd
0.00,3.03,25.4,0,79.2
1.00,2.25,18.9,0,79.2
2.00,2.63,22.1,0,79.2
3.00,2.63,22.1,0,79.2
4.00,2.82,23.6,0,84.8
5.00,2.63,22.1,0,84.8
6.00,2.63,22.1,0,84.8
7.00,2.63,22.1,0,84.8
8.00,2.63,22.1,0,84.8
9.00,2.63,22.1,0,84.8
10.00,2.63,22.1,0,84.8
11.00,2.63,22.1,0,84.8
12.00,2.44,20.5,0,84.8
13.00,2.63,22.1,0,84.8
14.00,2.82,23.6,0,84.8
15.00,2.63,22.1,0,84.8
16.00,2.63,22.1,0,84.8
17.00,2.63,22.1,0,84.8
18.00,2.63,22.1,0,84.8
19.00,2.63,22.1,0,84.8
20.00,2.63,22.1,0,84.8
21.00,2.63,22.1,0,84.8
22.00,2.63,22.1,0,84.8
23.00,2.63,22.1,0,84.8
24.00,2.63,22.1,0,84.8
25.00,2.63,22.1,0,84.8
26.00,2.63,22.1,0,84.8
27.00,2.82,23.6,0,84.8
28.00,2.63,22.1,0,84.8
29.00,2.63,22.1,0,84.8
30.00,2.63,22.1,0,84.8
31.00,2.63,22.1,0,84.8
32.00,2.63,22.1,0,84.8
33.00,2.63,22.1,0,84.8
34.00,2.63,22.1,0,84.8
35.00,2.63,22.1,0,84.8
36.00,2.63,22.1,0,84.8
37.00,2.63,22.1,0,84.8
38.00,2.63,22.1,0,84.8
39.00,2.63,22.1,0,84.8
40.00,2.63,22.1,0,84.8
41.00,2.63,22.1,0,84.8
42.00,2.63,22.1,0,84.8
43.00,2.63,22.1,0,84.8
44.00,2.63,22.1,0,84.8
45.00,2.63,22.1,0,84.8
46.00,2.63,22.1,0,84.8
47.00,2.63,22.1,0,84.8
48.00,2.63,22.1,0,84.8
49.00,2.63,22.1,0,84.8
50.00,2.63,22.1,0,84.8
51.00,2.63,22.1,0,84.8
52.00,2.63,22.1,0,84.8
53.00,2.63,22.1,0,84.8
54.00,2.63,22.1,0,84.8
55.00,2.63,22.1,0,84.8
56.00,2.63,22.1,0,84.8
57.00,2.63,22.1,0,84.8
58.00,2.44,20.5,0,84.8
59.00,2.63,22.1,0,84.8
60.00,2.63,22.1,0,84.8
61.00,2.63,22.1,0,84.8
62.00,2.44,20.5,0,84.8
63.00,2.82,23.6,0,84.8
64.00,2.44,20.5,0,84.8
65.00,2.63,22.1,0,84.8
66.00,2.63,22.1,0,84.8
67.00,2.63,22.1,0,84.8
68.00,2.44,20.5,0,84.8
69.00,2.63,22.1,0,84.8
70.00,2.63,22.1,0,84.8
71.00,2.63,22.1,0,84.8
72.00,2.63,22.1,0,84.8
73.00,2.63,22.1,0,84.8
74.00,2.44,20.5,0,84.8
75.00,2.63,22.1,0,84.8
76.00,2.63,22.1,0,84.8
77.00,2.63,22.1,0,84.8
78.00,2.63,22.1,0,84.8
79.00,2.63,22.1,0,84.8
80.00,2.63,22.1,0,84.8
81.00,2.44,20.5,0,84.8
82.00,2.63,22.1,0,84.8
83.00,2.63,22.1,0,84.8
84.00,2.63,22.1,0,84.8
85.00,2.44,20.5,0,84.8
86.00,2.63,22.1,0,84.8
87.00,2.63,22.1,0,84.8
88.00,2.63,22.1,0,84.8
89.00,2.63,22.1,0,84.8
90.00,2.63,22.1,0,84.8
91.00,2.44,20.5,0,84.8
92.00,2.63,22.1,0,84.8
93.00,2.63,22.1,0,84.8
94.00,2.63,22.1,0,84.8
95.00,2.44,20.5,0,84.8
96.00,2.63,22.1,0,84.8
97.00,2.63,22.1,0,84.8
98.00,2.63,22.1,0,84.8
99.00,2.63,22.1,0,84.8
100.00,2.44,20.5,0,84.8
101.00,2.63,22.1,0,84.8
102.00,2.63,22.1,0,84.8
103.00,2.63,22.1,0,84.8
104.00,2.63,22.1,0,84.8
105.00,2.44,20.5,0,84.8
106.00,2.63,22.1,0,84.8
107.00,2.63,22.1,0,84.8
108.00,2.63,22.1,0,84.8
109.00,2.44,20.5,0,84.8
110.00,2.63,22.1,0,84.8
111.00,2.63,22.1,0,84.8
112.00,2.63,22.1,0,84.8
113.00,2.63,22.1,0,84.8
114.00,2.63,22.1,0,84.8
115.00,2.44,20.5,0,84.8
116.00,2.63,22.1,0,84.8
117.00,2.63,22.1,0,84.8
118.00,2.63,22.1,0,84.8
119.00,2.63,22.1,0,84.8
120.00,2.44,20.5,0,84.8
121.00,2.63,22.1,0,84.8
