Interval,Transfer,Bitrate,Retr,Cwnd
0.00,902.0,7.39,0,45.2
1.00,870.0,7.12,0,58.0
2.00,1018.0,8.34,0,58.0
3.00,382.0,3.13,0,58.0
4.00,382.0,3.13,0,58.0
5.00,636.0,5.21,0,58.0
6.00,976.0,7.99,0,82.0
7.00,679.0,5.56,0,82.0
8.00,679.0,5.56,0,82.0
9.00,679.0,5.56,0,82.0
10.00,339.0,2.78,0,82.0
11.00,885.0,7.26,0,82.0
12.00,543.0,4.45,0,82.0
13.00,543.0,4.45,0,82.0
14.00,1.06,8.9,0,82.0
15.00,1.06,8.9,0,82.0
16.00,905.0,7.41,0,82.0
17.00,724.0,5.93,0,82.0
18.00,943.0,7.73,0,82.0
19.00,792.0,6.49,0,82.0
20.00,792.0,6.49,0,82.0
21.00,792.0,6.49,0,82.0
22.00,594.0,4.86,0,82.0
23.00,1.16,9.73,0,82.0
24.00,594.0,4.86,0,82.0
25.00,792.0,6.49,0,82.0
26.00,990.0,8.11,0,82.0
27.00,990.0,8.11,0,82.0
28.00,594.0,4.86,0,82.0
29.00,792.0,6.49,0,82.0
30.00,594.0,4.87,0,82.0
31.00,594.0,4.87,0,82.0
32.00,594.0,4.86,0,82.0
33.00,792.0,6.49,0,82.0
34.00,792.0,6.49,0,82.0
35.00,990.0,8.11,0,82.0
36.00,990.0,8.11,0,82.0
37.00,792.0,6.49,0,82.0
38.00,990.0,8.11,0,82.0
39.00,990.0,8.11,0,82.0
40.00,792.0,6.49,0,82.0
41.00,594.0,4.87,0,82.0
42.00,990.0,8.11,0,82.0
43.00,1.16,9.73,0,82.0
44.00,990.0,8.11,0,82.0
45.00,1.16,9.73,0,82.0
46.00,1.16,9.73,0,82.0
47.00,1.16,9.73,0,82.0
48.00,990.0,8.11,0,82.0
49.00,990.0,8.11,0,82.0
50.00,792.0,6.49,0,82.0
51.00,1.16,9.73,0,82.0
52.00,1.16,9.73,0,82.0
53.00,792.0,6.49,0,82.0
54.00,990.0,8.11,0,82.0
55.00,990.0,8.11,0,82.0
56.00,792.0,6.49,0,82.0
57.00,792.0,6.49,0,82.0
58.00,594.0,4.87,0,82.0
59.00,792.0,6.49,1,56.6
60.00,396.0,3.24,0,56.6
61.00,764.0,6.26,0,66.5
62.00,1.12,9.38,0,76.4
63.00,1.12,9.38,0,77.8
64.00,1.12,9.38,0,80.6
65.00,954.0,7.82,0,80.6
66.00,954.0,7.82,0,80.6
67.00,1.12,9.38,0,89.1
68.00,1018.0,8.34,0,96.2
69.00,700.0,5.73,0,96.2
70.00,636.0,5.21,0,96.2
71.00,636.0,5.21,0,96.2
72.00,1.06,8.86,0,96.2
73.00,1.18,9.91,0,96.2
74.00,1.37,11.5,0,96.2
75.00,1.24,10.4,0,96.2
76.00,1018.0,8.34,0,96.2
77.00,1018.0,8.34,0,96.2
78.00,1.43,12.0,0,96.2
79.00,891.0,7.3,0,96.2
80.00,255.0,2.08,0,96.2
81.00,827.0,6.78,0,96.2
82.00,891.0,7.3,0,96.2
83.00,1018.0,8.34,0,96.2
84.00,700.0,5.73,0,96.2
85.00,382.0,3.13,0,96.2
86.00,1.18,9.91,0,96.2
87.00,573.0,4.69,0,96.2
88.00,1018.0,8.34,0,96.2
89.00,1018.0,8.34,0,96.2
90.00,764.0,6.26,0,96.2
91.00,954.0,7.82,0,96.2
92.00,1018.0,8.34,0,96.2
93.00,891.0,7.3,0,96.2
94.00,954.0,7.82,0,96.2
95.00,954.0,7.82,0,96.2
96.00,1.24,10.4,0,96.2
97.00,891.0,7.3,0,96.2
98.00,1.24,10.4,0,96.2
99.00,954.0,7.82,0,96.2
100.00,1018.0,8.34,0,96.2
101.00,891.0,7.3,0,96.2
102.00,954.0,7.82,0,96.2
103.00,1.12,9.38,0,96.2
104.00,827.0,6.78,0,96.2
105.00,700.0,5.73,0,96.2
106.00,636.0,5.21,0,96.2
107.00,700.0,5.73,0,96.2
108.00,891.0,7.3,0,96.2
109.00,509.0,4.17,0,96.2
110.00,636.0,5.21,0,96.2
111.00,954.0,7.82,0,96.2
112.00,1.12,9.38,0,96.2
113.00,445.0,3.65,0,96.2
114.00,891.0,7.3,0,96.2
115.00,255.0,2.08,1,66.5
116.00,0.0,0.0,3,15.6
117.00,191.0,1.57,0,29.7
118.00,255.0,2.09,0,29.7
119.00,191.0,1.56,0,29.7
120.00,191.0,1.56,0,29.7
121.00,509.0,4.17,0,33.9
122.00,445.0,3.65,0,41.0
123.00,764.0,6.26,0,49.5
124.00,445.0,3.65,0,49.5
125.00,255.0,2.09,4,17.0
126.00,255.0,2.09,0,18.4
127.00,445.0,3.65,0,29.7
128.00,827.0,6.78,0,36.8
129.00,636.0,5.21,0,42.4
130.00,891.0,7.3,0,48.1
131.00,1018.0,8.34,0,60.8
132.00,636.0,5.21,0,76.4
133.00,509.0,4.17,0,76.4
134.00,509.0,4.17,0,76.4
135.00,764.0,6.26,0,86.3
136.00,1018.0,8.34,0,116.0
137.00,764.0,6.26,0,116.0
138.00,764.0,6.26,0,116.0
139.00,509.0,4.17,0,116.0
140.00,764.0,6.26,0,116.0
141.00,509.0,4.17,0,116.0
142.00,509.0,4.17,0,116.0
143.00,764.0,6.26,0,116.0
144.00,1018.0,8.34,0,116.0
145.00,509.0,4.17,0,116.0
146.00,764.0,6.25,1,9.9
147.00,1018.0,8.34,0,90.5
148.00,1.24,10.4,0,90.5
149.00,1018.0,8.34,0,90.5
150.00,764.0,6.25,1,73.5
151.00,509.0,4.17,0,73.5
152.00,1018.0,8.34,0,83.4
153.00,764.0,6.26,0,83.4
154.00,1018.0,8.34,0,86.3
155.00,1018.0,8.34,0,89.1
156.00,1018.0,8.34,0,89.1
157.00,764.0,6.25,0,89.1
158.00,1018.0,8.34,0,89.1
159.00,1018.0,8.34,0,89.1
160.00,1018.0,8.34,0,124.0
161.00,1018.0,8.34,0,124.0
162.00,764.0,6.26,0,124.0
163.00,1018.0,8.34,0,124.0
164.00,1018.0,8.34,0,124.0
165.00,1.24,10.4,0,124.0
166.00,1018.0,8.34,0,124.0
167.00,1018.0,8.34,0,124.0
168.00,509.0,4.17,0,124.0
169.00,764.0,6.26,0,124.0
170.00,764.0,6.25,0,124.0
171.00,764.0,6.25,0,124.0
172.00,1018.0,8.34,0,124.0
173.00,509.0,4.17,0,124.0
174.00,1018.0,8.34,0,124.0
175.00,764.0,6.25,0,124.0
176.00,509.0,4.17,0,124.0
177.00,509.0,4.17,0,124.0
178.00,764.0,6.26,0,124.0
179.00,764.0,6.26,0,124.0
180.00,1018.0,8.34,0,124.0
181.00,764.0,6.25,0,124.0
182.00,509.0,4.17,0,124.0
183.00,1018.0,8.34,0,124.0
184.00,764.0,6.25,0,124.0
185.00,1018.0,8.34,0,124.0
186.00,1018.0,8.34,0,124.0
187.00,764.0,6.26,1,86.3
188.00,764.0,6.25,0,102.0
189.00,764.0,6.25,0,102.0
190.00,1.24,10.4,0,102.0
191.00,1.24,10.4,0,102.0
192.00,1.24,10.4,0,102.0
193.00,1018.0,8.34,0,102.0
194.00,1018.0,8.34,0,102.0
195.00,1018.0,8.34,0,102.0
196.00,1018.0,8.34,0,102.0
197.00,1018.0,8.34,0,102.0
198.00,764.0,6.26,0,102.0
199.00,1.24,10.4,0,102.0
200.00,1018.0,8.34,0,102.0
201.00,1018.0,8.34,0,102.0
202.00,764.0,6.25,0,102.0
203.00,509.0,4.17,0,102.0
204.00,1018.0,8.34,0,102.0
205.00,1.24,10.4,0,102.0
206.00,255.0,2.08,0,102.0
207.00,1.24,10.4,0,102.0
208.00,1.24,10.4,0,102.0
209.00,1018.0,8.34,0,102.0
210.00,1.24,10.4,0,102.0
211.00,1.49,12.5,0,102.0
212.00,1018.0,8.34,0,102.0
213.00,1.49,12.5,0,102.0
214.00,1.24,10.4,0,102.0
215.00,1.24,10.4,0,102.0
216.00,1.24,10.4,0,102.0
217.00,1018.0,8.34,0,102.0
218.00,1018.0,8.34,0,102.0
219.00,764.0,6.26,0,102.0
220.00,1018.0,8.34,0,102.0
221.00,1018.0,8.34,0,102.0
222.00,1018.0,8.34,0,102.0
223.00,509.0,4.17,0,102.0
224.00,764.0,6.26,0,102.0
225.00,509.0,4.17,0,102.0
226.00,509.0,4.17,0,102.0
227.00,764.0,6.26,0,102.0
228.00,1018.0,8.34,0,102.0
229.00,1018.0,8.34,0,102.0
230.00,1018.0,8.34,0,102.0
231.00,1.24,10.4,0,102.0
232.00,1018.0,8.34,0,102.0
